"#Attribtues","#Rows",Range Size,Threshold,Timeout (sec),Completed MinSeps,"#Minimal Separators",Completed FullMVDs,"#Full MVDs",Time Building range Tbls,"#In-Memory Queries Issued",Query Time,total Running time,%querying,Cached Entropy Objects,Number of tuples processed during Entropy Computation
5,10000,10,0.0,18000,true,4,true,0,8847,0,0,8850,0.0,1,0
5,10000,10,0.01,18000,true,3,true,0,8946,0,0,8948,0.0,1,0
5,10000,10,0.1,18000,true,3,true,0,10025,0,0,10027,0.0,1,0
