"#Attribtues","#Rows",Range Size,Threshold,Timeout (sec),Completed MinSeps,"#Minimal Separators",Completed FullMVDs,"#Full MVDs",Time Building range Tbls,"#In-Memory Queries Issued",Query Time,total Running time,%querying,Cached Entropy Objects,Number of tuples processed during Entropy Computation
9,10000,10,0.0,18000,true,10,true,0,95203,0,0,95213,0.0,1,0
9,10000,10,0.01,18000,true,9,true,0,92270,0,0,92283,0.0,1,0
9,10000,10,0.1,18000,true,6,true,0,94354,0,0,94365,0.0,1,0
