"#Attribtues","#Rows",Range Size,Threshold,Timeout (sec),Completed MinSeps,"#Minimal Separators",Completed FullMVDs,"#Full MVDs",Time Building range Tbls,"#In-Memory Queries Issued",Query Time,total Running time,%querying,Cached Entropy Objects,Number of tuples processed during Entropy Computation
8,199524,12,0.0,18000,true,0,true,0,928916,0,0,928918,0.0,1,0
8,199524,12,0.01,18000,true,5,true,0,969762,0,0,969766,0.0,1,0
8,199524,12,0.1,18000,true,6,true,0,1000050,0,0,1000056,0.0,1,0
